#,Stage,Match,Battle ID,Blue Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Red Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Game Duration,Winner,Include
152,UR Luz B DE 4,1,723537893308007252,Novus Bravehearts,Joy,Mathilda,Hayabusa,Jawhead,Novaria,Kimmy,Irithel,Harith,Masha,Chip,[NBRVE] Reoshi,Kimmy,9,0,9,12302,95056,24562,31897,[NBRVE] nari,Masha,11,5,6,9541,49442,644,61858,[NBRVE] Alaskador,Jawhead,1,6,8,7052,10197,1856,68555,[NBRVE] ZYWIN GOD,Novaria,2,2,16,8417,44033,2887,17877,[NBRVE] SEAJEY,Chip,0,5,12,7313,14931,157,74089,BASH HERFTY,Gatotkaca,Cici,Lukas,Phoveus,Suyou,Badang,Kalea,Fanny,Cecilion,Natan,,Natan,5,4,7,10398,44739,94,45855,[BASH] SIXTO,Suyou,4,4,8,9195,25755,3467,55421,[BASH] Haiiko,Phoveus,2,4,7,6970,25913,0,104131,,Cecilion,5,6,9,7771,30450,0,45495,[BASH] YANGWAN,Badang,2,5,14,6886,21768,0,93493,13:03:00,Blue,
153,UR Luz B DE 4,2,723948088454580654,Novus Bravehearts,Joy,Floryn,Mathilda,Kalea,Harith,Hayabusa,Selena,Cecilion,Lukas,Vale,[NBRVE] Reoshi,Harith,9,1,5,12703,69702,26395,57698,[NBRVE] nari,Hayabusa,8,1,6,11204,59023,1329,37170,[NBRVE] SEAJEY,Lukas,4,7,8,9073,43631,6125,121730,[NBRVE] ZYWIN GOD,Vale,5,4,10,9444,63174,660,40960,[NBRVE] Alaskador,Kalea,1,6,15,7891,16737,6165,104201,BASH HERFTY,Cici,Zhuxin,Chip,Badang,Suyou,Granger,Fanny,Kimmy,Phoveus,Xavier,,Granger,8,5,5,12998,83782,10511,53389,[BASH] SIXTO,Suyou,0,8,2,8235,15775,0,55715,[BASH] Haiiko,Phoveus,4,6,10,8063,61697,822,135569,,Xavier,3,5,10,7339,37163,514,48094,[BASH] YANGWAN,Badang,4,3,12,7392,31351,0,103966,14:30:00,Blue,
154,UR Luz B DE 4,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,UR Luz B DE 5,1,724697749226296627,NCST Stallions,Joy,Hayabusa,Fanny,Chip,Akai,Faramis,Suyou,Hanzo,Ixia,Diggie,[NCST] Nì Hào Fine Shytt,Ixia,2,5,9,6184,42674,64,44963,[NCST] Fayeeee,Akai,7,5,5,6107,43011,745,128890,[NCST] EÀRL,Chip,0,4,5,4520,13609,260,63031,[NCST] hannski.,Faramis,3,7,6,5624,21609,756,73623,[NCST] ᴄᴀʀʟ.,Diggie,0,6,12,4677,10025,80,50185,EEYAKIN,Phoveus,Irithel,Kimmy,Badang,Harith,Valentina,Kalea,Lukas,Mathilda,Roger,[EE] Banquirigz,Harith,13,1,12,10431,75530,14900,64396,[EE] Kyle AD,Roger,12,4,6,8791,40932,7299,45160,,Badang,1,1,11,5689,40863,177,68404,[EE] Dwiinnn,Valentina,1,3,13,5769,34045,1096,39931,[EE] Azicrowo.,Mathilda,0,3,17,5752,18294,2506,40907,9:51:00,Red,
156,UR Luz B DE 5,2,725013038480530000-,EEYAKIN,Fanny,Chip,Diggie,Kalea,Gloo,Hayabusa,Joy,Mathilda,Moskov,Selena,[EE] Banquirigz,Moskov,4,8,9,14145,62703,13922,87800,[EE] Kyle AD,Hayabusa,11,3,7,16050,79916,1090,69794,,Gloo,9,5,14,10629,88258,774,247619,[EE] Dwiinnn,Selena,3,6,15,10430,97535,83,55067,[EE] Azicrowo.,Kalea,6,9,10,10230,54860,2443,185783,NCST Stallions,Granger,Irithel,Lukas,Kimmy,Phoveus,Valentina,Harith,Badang,Ling,Khufra,[NCST] Nì Hào Fine Shytt,Kimmy,18,7,7,17875,167247,13768,86667,[NCST] Fayeeee,Ling,7,5,9,16619,71386,0,100183,[NCST] EÀRL,Phoveus,5,8,13,11376,71672,2184,180532,[NCST] hannski.,Valentina,0,8,15,10901,30601,2155,78868,[NCST] ᴄᴀʀʟ.,Khufra,1,5,25,10917,53354,944,161292,20:25:00,Red,
157,UR Luz B DE 5,3,725505142948405967,NCST Stallions,Badang,Lukas,Harith,Fanny,Cici,Khufra,Hayabusa,Mathilda,Brody,Pharsa,[NCST] Nì Hào Fine Shytt,Brody,9,5,10,16305,125427,14371,104196,[NCST] Fayeeee,Fanny,8,6,3,15320,82387,718,135647,[NCST] EÀRL,Cici,2,6,11,10838,84878,4462,180743,[NCST] hannski.,Pharsa,7,5,8,10694,72053,2712,59161,[NCST] ᴄᴀʀʟ.,Khufra,0,6,21,10509,55739,398,227351,EEYAKIN,Granger,Irithel,Kalea,Moskov,Phoveus,Vexana,Chip,Kimmy,Hanzo,Hylos,[EE] Banquirigz,Moskov,7,6,4,17502,88441,15351,88573,[EE] Kyle AD,Hanzo,9,3,11,17871,115598,6483,167082,,Phoveus,8,5,13,10881,81272,1032,203204,[EE] Dwiinnn,Vexana,3,6,11,10842,55717,2210,53447,[EE] Azicrowo.,Hylos,1,6,21,10942,32123,826,166539,21:23:00,Red,
158,UR Luz B DE 6,1,724688222988834059,NUAG Mystic,,,,,,,,,,,[NUAG] snjwu_,Harith,6,3,3,11644,56294,16831,44705,[NUAG] Zolk Sinatra.,Fredrinn,4,2,9,12598,40043,1126,89959,[NUAG] Balot,Phoveus,4,2,3,8201,39209,1112,104332,[NUAG] Яeverse.,Selena,9,3,7,8865,64623,2751,44946,[NUAG] Rez.,Mathilda,1,1,20,9001,30749,2437,64628,BASH HERFTY,,,,,,,,,,,,Granger,6,6,1,10135,41058,5174,57142,[BASH] SIXTO,Hayabusa,3,4,5,8076,28870,2208,51904,[BASH] Haiiko,Edith,0,4,6,7536,31103,0,112671,,Cecilion,1,4,4,8201,46552,0,50410,[BASH] YANGWAN,Badang,1,6,9,7152,22620,335,111397,13:58:00,Blue,
159,UR Luz B DE 6,2,725170260053368048,BASH HERFTY,Kimmy,Kalea,Chip,Mathilda,Selena,Joy,Fredrinn,Lukas,Yu Zhong,Irithel,,Irithel,2,6,0,5726,22178,3359,42565,[BASH] SIXTO,Joy,1,4,2,4354,7403,0,40629,[BASH] Haiiko,Yu Zhong,1,4,2,4782,19113,0,63211,,Selena,2,5,2,4228,27514,0,36219,[BASH] YANGWAN,Mathilda,0,3,4,4025,23620,0,52214,NUAG Mystic,Moskov,Karrie,Angela,Harith,Phoveus,Floryn,Fanny,Diggie,Hayabusa,Odette,[NUAG] snjwu_,Harith,4,2,5,8198,37515,20049,36015,[NUAG] Zolk Sinatra.,Hayabusa,10,1,3,9566,44591,2274,24959,[NUAG] Balot,Phoveus,2,1,5,6416,29596,6274,56334,[NUAG] Яeverse.,Odette,6,0,9,7258,50405,7195,15210,[NUAG] Rez.,Floryn,0,2,14,5924,8284,3662,32473,9:45:00,Red,
160,UR Luz B DE 6,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,UR Luz B DE 7,1,733395332878674065,Archon Esports,Fanny,Kimmy,Chip,Mathilda,Irithel,Phoveus,Zhuxin,Yve,Vexana,Suyou,,Irithel,8,2,7,16804,112735,6844,59799,[PNC] dobleuzi,Suyou,4,4,4,13718,45301,3183,90535,[PNC] Super Willz,Phoveus,1,3,8,10610,52204,1472,195494,,Vexana,1,1,7,10724,62296,1050,61914,[PNC] Deyl Deyl Deyl,Mathilda,1,4,14,10931,22930,1167,114488,Apex Tamaraws,Badang,Freya,Kalea,Hayabusa,Harith,Floryn,Lukas,Fredrinn,Novaria,Hylos,[APT] IShowFrinzz.p,Harith,6,3,3,14724,94783,15395,95300,,Hayabusa,3,5,4,15646,63140,5732,86464,[APT] NIKUSHIMI,Hylos,0,4,4,10240,22094,421,250765,[APT] RIESKIEEE,Novaria,3,1,7,10868,76702,376,15248,[APT] Cid.,Floryn,2,2,10,10244,14791,971,77713,22:10:00,Blue,
162,UR Luz B DE 7,2,733760456638443824,Archon Esports,Fanny,Kimmy,Hayabusa,Phoveus,Irithel,Valentina,Moskov,Karrie,Baxia,Hylos,,Irithel,6,0,3,11929,44481,18694,20774,[PNC] dobleuzi,Baxia,0,0,5,9112,13692,814,64451,[PNC] Super Willz,Phoveus,3,0,4,8646,31144,2444,55119,,Valentina,1,0,7,7634,38749,2665,37663,[PNC] Deyl Deyl Deyl,Hylos,0,0,10,7169,9180,6187,71394,Apex Tamaraws,Chip,Freya,Badang,Mathilda,Cecilion,Lukas,Kalea,Fredrinn,Bruno,Gloo,[APT] IShowFrinzz.p,Bruno,0,2,0,7869,24322,5288,25554,,Lukas,0,2,0,7134,16822,0,40721,[APT] NIKUSHIMI,Gloo,0,3,0,6309,19095,0,114397,[APT] RIESKIEEE,Cecilion,0,1,0,6385,60612,0,25028,[APT] Cid.,Mathilda,0,2,0,5469,10850,0,39544,14:25:00,Blue,
163,UR Luz B DE 7,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,UR Luz B DE 8,1,Default,URS DG Void,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,UR Luz B DE 8,2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,UR Luz B DE 8,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,UR Luz B DE 9,1,734771470465091398,Apex Tamaraws,Badang,Freya,Chip,Kimmy,Fredrinn,Floryn,Zhuxin,Yve,Claude,Hilda,[APT] IShowFrinzz.p,Claude,2,2,3,7904,37544,6881,40760,,Fredrinn,2,3,3,7535,28941,0,87195,[APT] NIKUSHIMI,Hilda,1,4,4,5602,26550,0,110084,[APT] RIESKIEEE,Kimmy,3,4,2,5646,36581,64,36277,[APT] Cid.,Floryn,0,4,3,4941,9542,0,32266,NUAG Mystic,Fanny,Hayabusa,Mathilda,Phoveus,Joy,Granger,Gloo,Moskov,X.Borg,Angela,[NUAG] snjwu_,Granger,2,1,6,10002,48178,16984,35935,[NUAG] Zolk Sinatra.,Joy,6,2,8,10408,55868,6515,53026,[NUAG] Rez.,X.Borg,4,4,5,6960,36131,1401,72963,[NUAG] Balot,Phoveus,4,1,5,6955,32073,3045,80373,[NUAG] Яeverse.,Angela,1,0,10,7361,10408,2993,14807,,Red,
168,UR Luz B DE 9,2,735104609603407236,Apex Tamaraws,Freya,Joy,Phoveus,Chip,Lukas,Valentina,Floryn,Rafaela,Irithel,X.Borg,[APT] IShowFrinzz.p,Irithel,3,5,7,11354,62943,6781,63433,,Lukas,8,5,8,10107,71063,2206,107184,[APT] NIKUSHIMI,X.Borg,1,4,9,8971,53950,419,125938,[APT] RIESKIEEE,Valentina,6,4,8,8475,59740,426,54111,[APT] Cid.,Chip,1,4,13,7747,32429,130,122313,NUAG Mystic,Fanny,Hayabusa,Mathilda,Badang,Moskov,Fredrinn,Karrie,Harith,Kimmy,Angela,[NUAG] snjwu_,Moskov,3,3,13,13259,59095,24576,67825,[NUAG] Zolk Sinatra.,Fredrinn,9,3,10,11788,78515,747,209065,[NUAG] Balot,Badang,1,5,15,8511,37629,0,144915,[NUAG] Яeverse.,Kimmy,8,3,9,10719,68678,4204,47139,[NUAG] Rez.,Angela,1,5,15,8669,19286,811,48922,16:33:00,Red,
169,UR Luz B DE 9,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,UR Luz B DE 10,1,Default,Novus Bravehearts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EEYAKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue,
171,UR Luz B DE 10,2,Default,Novus Bravehearts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EEYAKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue,
172,UR Luz B DE 10,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,UR Luz B DE 11,1,736243145304039435,Novus Bravehearts,Gatotkaca,Floryn,Kimmy,,,,Chip,Kalea,,,[NBRVE] Reoshi,Natan,9,0,10,11095,59026,31721,18991,[NBRVE] nari,Hayabusa,5,1,6,7975,47638,3325,32051,[NBRVE] SEAJEY,Badang,4,2,6,6105,23737,272,54826,[NBRVE] ZYWIN GOD,Selena,3,3,13,5620,34044,2175,27915,[NBRVE] Alaskador,Baxia,1,2,18,5950,15128,162,65121,NUAG Mystic,Fanny,Mathilda,Cici,,,,Irithel,Harith,,,[NUAG] snjwu_,Granger,4,4,1,6499,26060,0,29932,[NUAG] Zolk Sinatra.,Joy,2,4,3,5522,25979,0,55819,[NUAG] Rez.,X.Borg,1,4,5,4908,24817,0,57785,[NUAG] Balot,Phoveus,1,6,4,4174,30759,0,73215,[NUAG] Яeverse.,Angela,0,4,7,4220,7631,0,31040,9:40:00,Blue,
174,UR Luz B DE 11,2,736683160408549155,NUAG Mystic,Harith,Fanny,Kimmy,Baxia,Selena,Joy,Phoveus,Cecilion,Wanwan,Badang,[NUAG] snjwu_,Wanwan,12,3,6,13477,78625,19498,51952,[NUAG] Zolk Sinatra.,Joy,12,4,5,11492,73697,7867,60325,[NUAG] Balot,Badang,1,6,13,6734,26419,601,90319,[NUAG] Яeverse.,Selena,0,4,11,6716,21279,1365,35613,[NUAG] Rez.,Baxia,2,4,17,6852,20395,1712,109701,Novus Bravehearts,Chip,Kalea,Floryn,Mathilda,Granger,Lancelot,Irithel,Moskov,Zhuxin,Arlott,[NBRVE] Reoshi,Granger,4,6,9,8812,51622,3156,55455,[NBRVE] nari,Lancelot,5,4,4,9310,39312,2480,54001,[NBRVE] SEAJEY,Arlott,2,5,9,6893,35462,0,102052,[NBRVE] ZYWIN GOD,Zhuxin,6,6,11,7397,37478,1211,89835,[NBRVE] Alaskador,Mathilda,4,6,13,6881,28006,0,90411,13:21:00,Blue,
175,UR Luz B DE 11,3,737083223727271461,Novus Bravehearts,Baxia,Joy,Floryn,Karrie,Cici,X.Borg,Wanwan,Irithel,Kimmy,Gatotkaca,[NBRVE] KIRT GOD,Karrie,8,0,4,8648,49599,23322,20857,[NBRVE] nari,X.Borg,3,0,10,7392,32329,1009,26699,[NBRVE] SEAJEY,Cici,6,1,7,6874,25053,9856,36546,[NBRVE] ZYWIN GOD,Kimmy,3,2,12,7065,37189,4481,21070,[NBRVE] Alaskador,Gatotkaca,2,0,16,5696,13440,2080,44681,NUAG Mystic,Fanny,Harith,Chip,Fredrinn,Mathilda,Badang,Hayabusa,Lukas,Moskov,Faramis,[NUAG] snjwu_,Moskov,1,1,0,6627,19964,3113,17926,[NUAG] Zolk Sinatra.,Fredrinn,1,6,1,4718,13508,0,68734,[NUAG] Balot,Badang,0,4,2,4972,16828,0,67805,[NUAG] Яeverse.,Faramis,0,6,0,4561,28457,0,59195,[NUAG] Rez.,Mathilda,1,5,0,3875,14438,0,49306,9:34:00,Blue,
176,UR Luz B DE 12,1,745287788083745381,Archon Esports,Kimmy,Fanny,Moskov,Mathilda,Irithel,Fredrinn,Zhuxin,Hayabusa,Novaria,X.Borg,,Irithel,0,2,2,8541,20841,0,34019,[PNC] dobleuzi,Fredrinn,0,2,1,6713,12307,0,93687,[PNC] Super Willz,X.Borg,1,1,0,6439,27373,0,87406,,Novaria,0,0,1,6247,37865,0,30651,[PNC] Deyl Deyl Deyl,Mathilda,1,0,1,5686,12948,0,48299,URS DG Void,Chip,Lukas,Freya,Phoveus,Harith,Floryn,Cici,Hylos,Baxia,Xavier,[URS] Ruru,Harith,1,1,0,10397,29253,24378,18574,[URS] Xiiiii,Baxia,0,0,4,10178,22736,1591,105315,,Phoveus,3,1,2,8085,32345,2099,85883,,Xavier,1,0,3,9162,59178,2454,16856,[URS] kumbaga,Floryn,0,0,4,6603,7357,1603,12644,13:53:00,Red,
177,UR Luz B DE 12,2,745708943986858771,Archon Esports,Fanny,Kimmy,Moskov,Phoveus,Vexana,Badang,Cici,Zhuxin,Granger,Joy,,Granger,6,2,4,18257,96682,24897,42084,[PNC] dobleuzi,Joy,4,3,3,17177,46661,0,74953,[PNC] Super Willz,Phoveus,3,2,7,10886,44415,0,,,Vexana,1,2,8,11039,59478,1695,46649,[PNC] Deyl Deyl Deyl,Badang,0,4,10,10567,19849,2370,150156,URS DG Void,Chip,Freya,Lukas,Mathilda,Harith,Baxia,Karrie,Hayabusa,X.Borg,Novaria,[URS] Ruru,Harith,3,4,5,15740,54849,14538,75672,[URS] Xiiiii,Baxia,1,6,6,13316,19913,916,180171,,X.Borg,4,1,6,14012,76145,1412,179047,,Novaria,4,2,7,13580,100047,1958,36633,[URS] kumbaga,Mathilda,1,1,10,11317,16016,1379,58820,22:27:00,Red,
178,UR Luz B DE 12,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,UR Luz B DE 13,1,746458823801907237,Novus Bravehearts,Floryn,Hayabusa,Mathilda,Kimmy,Granger,Lukas,Claude,Moskov,X.Borg,Hylos,[NBRVE] Reoshi,Granger,6,0,7,11028,53825,18040,21771,[NBRVE] nari,Lukas,5,3,3,8896,26417,5422,30850,[NBRVE] SEAJEY,X.Borg,3,1,9,7939,35601,2757,46196,[NBRVE] ZYWIN GOD,Kimmy,4,3,11,7673,46579,5253,37989,[NBRVE] Alaskador,Hylos,1,4,13,6047,20685,188,79464,Archon Esports,Fanny,Chip,Kalea,Phoveus,Baxia,Valentina,Gatotkaca,Joy,Badang,Karrie,,Karrie,2,2,2,8186,22467,674,33722,[PNC] dobleuzi,Baxia,2,4,5,6048,15353,0,69639,[PNC] Super Willz,Phoveus,3,4,4,6287,28197,0,83580,,Valentina,2,4,8,6134,48748,0,50221,[PNC] Deyl Deyl Deyl,Badang,2,5,7,5113,19816,0,61248,11:13:00,Blue,
180,UR Luz B DE 13,2,747040345193918831,Archon Esports,Fanny,Kimmy,Chip,Baxia,Moskov,Phoveus,Tigreal,Chou,Badang,Vexana,,Moskov,2,5,4,9933,23637,7361,52092,[PNC] dobleuzi,Baxia,4,3,10,9365,38812,0,113211,[PNC] Super Willz,Phoveus,5,1,10,8997,49879,2224,91072,,Vexana,0,3,12,8095,50928,1877,32342,[PNC] Deyl Deyl Deyl,Badang,6,4,10,9136,37087,603,91247,Novus Bravehearts,Mathilda,Floryn,Kalea,Harith,Hayabusa,Luo Yi,Selena,Novaria,Gatotkaca,Arlott,[NBRVE] Reoshi,Harith,6,0,4,12108,91497,13892,60379,[NBRVE] nari,Hayabusa,8,3,1,12755,47493,10076,54680,[NBRVE] SEAJEY,Arlott,2,3,5,8784,20168,2330,89579,[NBRVE] ZYWIN GOD,Luo Yi,0,5,10,7669,25267,2786,48710,[NBRVE] Alaskador,Gatotkaca,0,6,10,7011,24383,0,109864,15:43:00,Red,
181,UR Luz B DE 13,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,UR Luz B DE 14,1,747736228680121602,URS DG Void,Chip,Hayabusa,Fanny,Kimmy,Karrie,X.Borg,Harith,Moskov,Badang,Lukas,[URS] Ruru,Karrie,7,5,7,13721,61700,2974,63059,,Lukas,4,10,5,9485,32441,0,98802,,X.Borg,3,3,5,11135,46646,2518,108582,,Kimmy,4,8,12,10323,62382,1094,81666,[URS] kumbaga,Chou,4,4,10,8887,20605,38,122586,Novus Bravehearts,Floryn,Mathilda,Kalea,Baxia,Phoveus,Pharsa,Joy,Gatotkaca,Granger,Ling,[NBRVE] Reoshi,Granger,12,5,8,15014,99307,9137,55171,[NBRVE] nari,Ling,6,4,5,14031,53927,6956,58767,[NBRVE] SEAJEY,Phoveus,3,3,9,9540,29823,2106,90540,[NBRVE] ZYWIN GOD,Pharsa,7,3,14,10005,87568,114,31652,[NBRVE] Alaskador,Baxia,2,7,18,9249,34876,0,161026,17:08:00,Red,
183,UR Luz B DE 14,2,748171373291717950,Novus Bravehearts,Floryn,Mathilda,Hayabusa,Kalea,Irithel,Selena,Faramis,Gatotkaca,Valentina,Suyou,[NBRVE] Reoshi,Irithel,5,2,14,13665,88259,19488,45151,[NBRVE] nari,Suyou,8,5,7,13501,61550,1547,52474,[NBRVE] SEAJEY,Valentina,4,2,15,11050,49872,1236,133610,[NBRVE] ZYWIN GOD,Selena,6,1,15,9199,58294,2691,37449,[NBRVE] Alaskador,Kalea,2,4,13,8504,19194,1975,93813,URS DG Void,Kimmy,Chip,Fanny,Phoveus,Harith,Lukas,Hylos,Joy,Badang,Novaria,[URS] Ruru,Harith,3,4,4,12038,36575,10960,68652,[URS] Xiiiii,Lukas,4,6,5,10697,59816,0,118636,,Phoveus,0,6,7,8695,40831,0,144029,,Novaria,6,2,6,10455,74281,0,34313,[URS] kumbaga,Chou,1,7,6,7656,14182,0,114204,16:23:00,Blue,
184,UR Luz B DE 14,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,UR Luz B DE 15,1,756852236636422284,Novus Bravehearts,Floryn,Mathilda,Harith,Hayabusa,Granger,X.Borg,Joy,Ling,Badang,Novaria,[NBRVE] Reoshi,Granger,6,0,5,10562,53989,17417,19719,[NBRVE] nari,Hayabusa,4,0,6,9529,28462,1364,13454,[NBRVE] SEAJEY,X.Borg,3,2,5,6813,32690,1000,44855,[NBRVE] ZYWIN GOD,Novaria,2,1,6,5802,21712,525,14429,[NBRVE] Alaskador,0,0,0,10,5511,21882,1812,45842,URS DG Void,Chip,Fanny,Kimmy,Phoveus,Angela,Moskov,Kalea,Zhuxin,Selena,Baxia,[URS] Ruru,Moskov,1,3,0,6781,18233,2883,33932,[URS] Xiiiii,Baxia,1,2,2,5494,16000,0,83117,,Phoveus,1,5,1,5028,23775,0,91795,,Selena,0,3,0,5169,15695,0,33924,[URS] kumbaga,Angela,0,2,3,4097,7990,0,20116,10:45:00,Blue,
186,UR Luz B DE 15,2,Default,Novus Bravehearts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URS DG Void,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue,
187,UR Luz B DE 15,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,UR Luz A,1,207841870157551788,TOP Alab GG,,,,,,,,,,,[ALAB] Word,Harith,2,0,4,8324,26783,24730,19575,[ALAB] Elohim,Ling,7,2,4,8572,34453,3381,24894,[ALAB] Honored1,Hilda,2,1,5,6298,18021,667,52499,[ALAB] Jahzeel Jade,Zhuxin,5,0,9,6809,38958,2632,23786,[ALAB] Markzilla,Baxia,1,1,13,5830,22434,81,65934,TFX Anteros,,,,,,,,,,,[TFX] MELKTI BORGER PRAYS,Irithel,0,4,1,4756,12789,336,29219,[TFX] Arjayy,Hayabusa,1,4,0,5626,13035,0,27691,[TFX] Yu Ji-min.,Gloo,0,2,3,4646,10380,0,54830,[TFX] Sarnaii.,Yve,2,3,2,5442,42568,0,28458,[TFX] Yuuu,Gatotkaca,1,4,1,4267,12706,0,63690,9:45:00,Blue,
189,UR Luz A,2,Default,Beacon Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teletigers Ember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red,
